domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
ssai.usajobs.gov,98396,247867,33049,2.519075978698321,155.90814667262896,80369
blog.dol.gov,97645,203552,124685,2.0846126273746735,138.06115008448973,109663
cu.usembassy.gov,96894,162992,81120,1.682168142506244,98.28643672466819,94640
mentalhealth.gov,96894,169752,82622,1.751935104340826,89.47251635808203,95391
gps.gov,96143,172005,85627,1.7890538052692344,101.71041053430827,95391
hepatitis.va.gov,96143,205805,69854,2.140613461198423,88.46048074222773,96143
nmfs.noaa.gov,96143,189281,77365,1.9687444743767097,209.31141112717515,96894
missionscience.nasa.gov,95391,259134,75862,2.716545586061578,270.99322787265044,96143
nass.usda.gov,95391,325983,66098,3.4173349687077397,230.9694415615729,99147
pppl.gov,95391,455175,15022,4.771676573261629,452.7498820643457,95391
bia.gov,94640,217823,70605,2.3015955198647506,79.4843617920541,94640
betobaccofree.hhs.gov,93889,141960,73609,1.5119982106530052,124.32021855595437,92387
findhivcare.hrsa.gov,93138,108911,48071,1.16935085571947,48.94357834611007,81871
ttb.gov,92387,191534,57836,2.0731704677064955,91.82107872319699,92387
arlweb.msha.gov,91636,970438,61591,10.590139246584313,244.01592169016544,93138
nasajobs.nasa.gov,91636,311712,93138,3.4016325461608976,161.18821205639705,102151
nutrition.gov,91636,150223,82622,1.6393447989872976,73.2047775983238,91636
fsd.gov,90885,600891,52578,6.611553061561314,288.0817186554437,90885
collegescorecard.ed.gov,89382,343259,72858,3.8403593564699827,214.63981562283234,85627
iaspub.epa.gov,88631,443157,73609,5.000022565468064,387.671108302964,90885
americanenglish.state.gov,87880,298192,73609,3.3931725079654074,135.64996586253983,83374
pmm.nasa.gov,86378,170503,78867,1.9739169695987404,123.67829771469587,90134
csrc.nist.gov,85627,149472,75111,1.7456176206103216,141.1577539794691,87880
nodc.noaa.gov,85627,132196,74360,1.5438588295747837,43.42101206395179,86378
optn.transplant.hrsa.gov,84876,331241,58587,3.9026462132994015,315.52139591875203,84876
aawu.arh.noaa.gov,84125,604646,10516,7.18747102526003,464.15007429420507,83374
cameochemicals.noaa.gov,84125,128440,72107,1.526775631500743,79.96399405646359,83374
informeddelivery.usps.com,84125,217072,57085,2.5803506686478457,36.01772362555721,87880
organdonor.gov,84125,187778,53329,2.2321307578008915,135.6870014858841,84125
vn.usembassy.gov,84125,148720,69102,1.7678454680534919,139.89233878157503,82622
www1.va.gov,84125,287676,82622,3.4196255572065377,140.49948291233284,94640
ngs.noaa.gov,83374,292934,50325,3.5134934152133757,383.9169645213136,84125
emergency.cdc.gov,82622,130694,78867,1.5818305051923216,101.8914816876861,73609
letsmove.gov,82622,253125,67600,3.0636513277335333,264.90147902495704,82622
phmsa.dot.gov,82622,252374,67600,3.0545617390041393,200.60112318752874,82622
salud.nih.gov,82622,86378,79618,1.045460046960858,13.318256638667668,83374
blogs.cdc.gov,81871,132196,87880,1.6146865190360444,76.37647030083913,90885
fas.usda.gov,81871,646709,75862,7.899121789156111,152.5419379267384,87129
mobile.arc.nasa.gov,81871,243361,62342,2.972493312650389,217.25780801504806,82622
addiction.surgeongeneral.gov,81120,175009,69102,2.1574087771203154,164.1208456607495,81871
efast.dol.gov,81120,95391,34551,1.1759245562130178,74.26873767258382,81871
fletc.gov,81120,275659,67600,3.398163214990138,132.08371548323473,79618
search.dhs.gov,81120,144214,56333,1.777785996055227,93.68545364891519,66849
jobs.cdc.gov,80369,281667,63094,3.504672199479899,136.9067550921375,80369
reginfo.gov,79618,329739,55582,4.14151322565249,205.35851189429525,79618
transit.dot.gov,79618,201298,57836,2.5282976211409482,178.2453088497576,78116
effectivehealthcare.ahrq.gov,78867,111165,61591,1.4095248963444786,95.80940063651464,76614
glovis.usgs.gov,78867,144965,36805,1.8380945135481253,160.76168739777094,78116
valu.va.gov,78867,179516,76614,2.276186491181356,127.59031026918737,78116
volcanoes.usgs.gov,78867,217072,69102,2.752380590107396,233.35207374440515,78116
g5.gov,77365,277912,27040,3.592218703548116,341.6393201059911,77365
jobview.doors.dol.gov,77365,87880,69854,1.1359141730756803,53.494913720674724,75862
mars.jpl.nasa.gov,77365,535544,63845,6.92230336715569,135.37806501648032,79618
amberalert.gov,76614,111916,69102,1.4607774036076957,21.13712898425875,76614
gibill.custhelp.com,76614,232094,56333,3.029394105515963,147.5579659070144,76614
forecast-v3.weather.gov,75862,148720,81120,1.9604017821834383,122.50566818697108,46569
distraction.gov,75111,132196,58587,1.760008520722664,264.9611641437339,75111
gettested.cdc.gov,75111,175009,68351,2.33000492604279,80.63036039994142,78116
access-board.gov,74360,196792,63845,2.646476600322754,132.93977945131792,74360
photojournal.jpl.nasa.gov,73609,317721,67600,4.3163336005108075,106.38790093602684,75862
google2.fda.gov,72858,1963410,387574,26.948447665321584,522.3504488182492,254627
it.usembassy.gov,72858,292934,53329,4.020615443739878,317.7422246012792,72107
sohowww.nascom.nasa.gov,72858,139707,31547,1.9175244997117682,42.74226577726537,75111
vacanteen.va.gov,72858,131445,49573,1.8041258338137198,134.6288533860386,73609
geomaps.wr.usgs.gov,72107,135200,61591,1.8749913323255718,71.68738125286033,74360
dhs.usajobs.gov,71356,270401,51076,3.7894640955210495,162.9573546723471,83374
fitness.gov,71356,138205,57085,1.9368378272324682,82.59972532092605,72858
landsat.usgs.gov,71356,159987,45818,2.242095969505017,197.53618476371994,72107
intern.nasa.gov,70605,996727,49573,14.11694639189859,480.60399405141277,77365
business.usa.gov,69854,290681,66849,4.1612649239843105,108.34337332149913,69102
glerl.noaa.gov,69854,208809,30796,2.989220373922753,40.58038193947376,69854
saferproducts.gov,69854,135952,61591,1.9462307097660836,81.02097231368282,69854
trade.gov,69854,110414,59338,1.580639619778395,53.21470495605119,70605
ojjdp.gov,69102,230592,52578,3.3369801163497437,207.38171109374548,69102
pl.usembassy.gov,69102,169000,47320,2.445660038783248,145.1313276026743,66098
cesdata.bls.gov,68351,368797,47320,5.395634299425026,198.71519070679287,68351
eca.state.gov,68351,236601,63845,3.4615587189653407,106.71476642624103,67600
docsteach.org,67600,355277,37556,5.255576923076923,530.6459911242604,67600
helpwithmybank.gov,67600,143463,65347,2.122233727810651,54.20016272189349,67600
dodig.mil,66849,104405,4507,1.5618034675163428,349.2476327244985,66849
eda.gov,66849,207307,21782,3.10112342742599,134.6406228963784,66849
cfda.gov,66098,422126,44316,6.386365699416019,314.46576295803203,66098
bea.gov,65347,253125,45818,3.873551961069368,165.04561800847782,67600
faa.usajobs.gov,65347,153227,51827,2.3448207262766463,57.44814605108115,66849
hru.gov,64596,444659,42813,6.8836924886989905,509.9165737816583,63845
augusta.va.gov,63845,77365,12769,1.2117628631842745,48.29383663560185,63094
bhs.econ.census.gov,63845,88631,48071,1.3882214738820582,39.929187876889344,63845
search.treasury.gov,63845,642953,43565,10.070530190304645,78.2230715012922,105907
coast.noaa.gov,63094,132947,51076,2.1071258756775606,138.5227438425207,62342
cumulis.epa.gov,63094,237352,47320,3.7618791010238692,366.77100833676735,71356
vehiclehistory.gov,63094,132947,54080,2.1071258756775606,83.03507465052144,63094
visibleearth.nasa.gov,63094,175009,60089,2.7737819760991536,77.54702507369956,65347
educationusa.state.gov,62342,138956,60089,2.2289307369028903,98.49461037502807,58587
ospo.noaa.gov,62342,145716,33049,2.337364858361939,46.084629944499696,57085
rma.usda.gov,62342,227587,22533,3.6506207693048025,383.82175740271407,62342
foreignlaborcert.doleta.gov,61591,179516,45818,2.9146466204477925,224.3425175756198,59338
cl.usembassy.gov,60840,132196,32298,2.1728468113083497,223.06237672583828,61591
sanctuaries.noaa.gov,60840,85627,56333,1.40741288625904,72.28415516107823,61591
iqrs.npdb.hrsa.gov,60089,204303,23285,3.4000066567924248,227.9752367321806,120929
nauticalcharts.noaa.gov,60089,230592,47320,3.8375076969162407,84.20008653830152,60840
archive.opm.gov,59338,133698,56333,2.2531598638309345,51.89869897873201,57836
au.usembassy.gov,59338,200547,54080,3.379739795746402,133.2024166638579,60089
labornet.dol.gov,59338,176512,13520,2.9746873841383263,319.87315042637096,62342
nhsc.hrsa.gov,59338,153227,44316,2.582274427853989,190.08844248205196,60840
acquisition.gov,58587,147969,34551,2.5256285524092377,113.47404714356428,58587
autoauctions.gsa.gov,58587,406352,37556,6.935873145919743,329.3837028692372,58587
dbcalc.usps.com,58587,220827,78867,3.7692150135695632,124.14067967296499,50325
kr.usembassy.gov,57836,169000,40560,2.9220554671830694,185.12898540701292,57085
nibib.nih.gov,57836,90885,45818,1.5714261013901376,135.31103464969914,57085
usmarshals.gov,57836,82622,51827,1.4285566083408259,123.99941213085276,58587
blogs.usda.gov,57085,90885,61591,1.5920995007445038,60.302215993693615,60089
geonames.usgs.gov,57085,105907,41311,1.855250941578348,99.31510904791101,57085
jwst.nasa.gov,57085,131445,46569,2.302618901637908,219.80113865288604,59338
search.uscourts.gov,57085,88631,38307,1.5526145222037313,94.52567224314619,47320
selectusa.gov,57085,84876,42813,1.4868354208636245,94.2361916440396,57085
hab.hrsa.gov,56333,81120,55582,1.4400085207604778,11.560097988745495,65347
hq.nasa.gov,56333,124685,57085,2.2133562920490655,113.42767116965189,63094
svs.gsfc.nasa.gov,56333,115671,60089,2.0533435109083484,137.77455487902296,59338
assignment.uspto.gov,55582,74360,36053,1.337843186643158,140.81179158720448,54080
lewis-mcchord.army.mil,55582,124685,41311,2.2432622071893777,221.79883775322946,54831
accessgudid.nlm.nih.gov,54080,187778,20280,3.4722263313609467,289.5702847633136,54080
digitalgov.gov,54080,86378,46569,1.5972263313609467,57.041826923076925,54080
report.nih.gov,54080,70605,45067,1.3055658284023668,123.98646449704142,51827
surgeongeneral.gov,53329,108911,49573,2.042247182583585,102.11275291117403,49573
fra.dot.gov,52578,178765,36805,3.399996196127658,280.29963102438285,51827
rrb.gov,52578,232845,36805,4.42856327741641,146.08553006961085,51076
cpms.osd.mil,51827,129191,34551,2.492735446774847,181.89791035560614,50325
gsaelibrary.gsa.gov,51827,415366,31547,8.01447122156405,272.53528083817315,60089
ozonewatch.gsfc.nasa.gov,51827,347765,25538,6.7101124896289575,698.3743608543809,57836
fai.gov,51076,126187,27040,2.4705732633722297,234.41040801942205,51076
find.nist.gov,51076,111165,33049,2.1764625264312008,177.851906962174,43565
cnpp.usda.gov,50325,120178,46569,2.3880377545951315,66.68602086438152,48071
datawarehouse.hrsa.gov,50325,353023,36053,7.014863387978142,181.2074913065077,51827
landsat.gsfc.nasa.gov,50325,84876,40560,1.6865573770491804,105.44689518132141,50325
lovell.fhcc.va.gov,50325,82622,23285,1.6417685047193245,148.89430700447093,51827
moneyfactory.gov,50325,169752,42813,3.373114754098361,159.53601589667164,49573
nas.er.usgs.gov,50325,91636,45067,1.8208842523596622,32.29824143070045,51827
www2.census.gov,50325,308708,33049,6.134287133631396,454.60824639841036,54080
atlanta.va.gov,49573,87129,43565,1.7575898170375002,128.6073063966272,51076
bphc.hrsa.gov,49573,145716,30045,2.93942266959837,72.04615415649648,84876
espanol.epa.gov,49573,84876,50325,1.7121416900328807,80.69773868839893,50325
everykidinapark.gov,49573,234347,38307,4.727311237972283,134.74373146672585,49573
foia.gov,49573,151725,41311,3.060637847215218,112.91017287636414,51827
ngmdb.usgs.gov,49573,143463,29293,2.8939745425937504,131.3194480866601,51076
store.usgs.gov,49573,110414,40560,2.227301151836685,114.25866903354648,49573
blogs.nasa.gov,48822,66849,47320,1.369239277374954,46.984965794109215,47320
jsc.nasa.gov,48822,54080,15022,1.1076973495555282,43.5080086846094,48822
srdata.nist.gov,48822,449166,17276,9.2000737372496,552.4195035025193,48822
usahire.opm.gov,48822,3839691,9013,78.64673712670518,3691.781410020073,48822
main-p.ecpic.gov,48071,64596,48071,1.3437623515217074,4.937529903684134,48071
nvsearch.nv.gov,48071,102151,32298,2.1250026003203595,113.78184352312205,47320
zh.usps.com,48071,73609,22533,1.5312558507208087,80.29728942605729,42813
myra.gov,47320,67600,30045,1.4285714285714286,85.30183854606932,47320
richmond.va.gov,47320,74360,26289,1.5714285714285714,78.93672865595943,48071
sdo.gsfc.nasa.gov,47320,87129,39058,1.8412721893491124,83.80976331360947,47320
search.kingcounty.gov,47320,96894,32298,2.0476331360946745,74.11132713440406,47320
crimesolutions.gov,46569,67600,40560,1.4516094397560608,111.64521462775666,46569
fedcenter.gov,46569,91636,12018,1.9677467843415148,77.72584766690288,46569
nvd.nist.gov,46569,84125,30045,1.806459232536666,144.51620176512273,47320
archive.defense.gov,45818,78116,45818,1.704919463966127,88.13097472609019,48071
carbonfootprint.gsa.gov,45818,220827,45067,4.819656030381073,337.6222881836833,45818
disc.sci.gsfc.nasa.gov,45818,81871,36053,1.7868741542625168,86.27851499410711,45818
or.water.usgs.gov,45818,64596,27040,1.4098389279322536,48.1474529660832,45818
pbm.va.gov,45818,118676,44316,2.590161072067746,120.22927670347899,51827
blog.epa.gov,45067,75862,50325,1.6833159518050902,49.98311403022167,48071
csa.fmcsa.dot.gov,45067,103654,37556,2.2999977810815007,299.8153194133179,36805
il.usembassy.gov,45067,130694,33800,2.8999933432445024,216.1990369893714,43565
minerals.usgs.gov,45067,86378,38307,1.9166574211729204,226.31564115650033,43565
nationalgangcenter.gov,45067,65347,40560,1.4499966716222512,106.4995229325227,45067
search.navy.mil,45067,73609,27791,1.6333237180198372,48.916457718508,42062
beckley.va.gov,43565,48071,6009,1.1034316538505682,7.551658441409388,43565
hcup-us.ahrq.gov,43565,120929,21782,2.775829220704694,209.0324342935843,42062
intra.usbr.gov,43565,31547,1502,0.7241363479857684,81.98195799380237,26289
search.ers.usda.gov,43565,144214,14271,3.3103179157580627,222.23918283025364,28542
www2a.cdc.gov,43565,223081,41311,5.120647308619304,370.6170320211179,47320
abmc.gov,42813,125436,38307,2.9298577534860906,128.35225282040503,42813
cms.fmcsa.dot.gov,42813,120929,37556,2.8245859902366104,193.82664144068391,41311
milwaukee.va.gov,42813,56333,22533,1.3157919323569944,6.105318478032373,45067
nicic.gov,42813,102903,36805,2.4035456520215823,191.44063718963866,42813
nspires.nasaprs.com,42813,612908,25538,14.315932076705673,574.7429986219139,42813
archive.epa.gov,42062,114169,51827,2.7143026960201606,48.161119300080834,42813
co-ops.nos.noaa.gov,42062,60089,15773,1.4285816176120965,120.23313204317436,39809
consumidor.gov,42062,64596,39809,1.5357329656221768,34.96457610194475,42062
exoplanets.nasa.gov,42062,116423,42813,2.7678902572393134,159.64416813275642,48071
safeharbor.export.gov,42062,186276,41311,4.428605392040321,89.73287052446389,38307
espanol.foodsafety.gov,41311,84876,38307,2.0545617390041393,170.32821766599696,41311
gravelocator.cem.va.gov,41311,192285,36053,4.654571421655249,158.2190699813609,40560
presidentialtransition.usa.gov,41311,119427,34551,2.890924935247271,156.05540897097626,41311
drivethru.gsa.gov,40560,373303,18027,9.203722879684419,722.1502465483235,41311
espanol.vaccines.gov,40560,84125,36053,2.074087771203156,37.35197238658777,40560
go4life.nia.nih.gov,40560,108911,30045,2.6851824457593687,115.64849605522683,40560
id.usembassy.gov,40560,86378,25538,2.129635108481262,99.18547830374753,42062
mrdata.usgs.gov,40560,94640,30045,2.3333333333333335,171.75976331360945,43565
ojp.gov,40560,153978,29293,3.796301775147929,94.68545364891519,40560
preview.weather.gov,40560,48071,27791,1.185182445759369,60.50017258382643,36053
pugetsound.va.gov,40560,69854,30796,1.7222386587771203,213.51913214990137,38307
transtats.bts.gov,40560,182521,31547,4.500024654832347,345.8158284023669,43565
za.usembassy.gov,40560,141960,34551,3.5,258.55631163708085,39809
consumer.gov,39809,66849,38307,1.6792433871737547,69.05662036222965,39809
elibraryusa.state.gov,39809,81871,12769,2.056595242281896,111.71699866864277,39809
eyes.nasa.gov,39809,68351,42062,1.7169735486950186,168.6604034263609,32298
scijinks.jpl.nasa.gov,39809,75862,42062,1.9056494762490894,160.1887010475018,39809
bd.usembassy.gov,39058,94640,23285,2.4230631368733677,165.11493164012495,39058
data.giss.nasa.gov,39058,86378,31547,2.211531568436684,152.15341287316298,42062
giss.nasa.gov,39058,69854,38307,1.7884684315633161,87.23052895693584,45067
ie.usembassy.gov,39058,119427,26289,3.0576834451328794,258.51851093245944,39809
mentalhealth.va.gov,39058,93889,38307,2.403835321829075,163.05724819499207,42813
nl.usembassy.gov,39058,120929,24787,3.0961390752214655,263.2492703159404,39058
research.va.gov,39058,85627,33800,2.1923037533923906,65.01904859439807,39809
ccr.cancer.gov,38307,140458,30796,3.666640561777221,80.39170386613412,40560
dodcio.defense.gov,38307,53329,27040,1.3921476492547054,191.46947033179313,35302
mymoney.gov,38307,81871,34551,2.137233403816535,41.90171509123659,38307
sewp.nasa.gov,38307,165245,13520,4.3137024564700965,258.3906596705563,38307
volunteer.gov,38307,205805,27791,5.372516772391469,323.1157751846921,38307
eg.usembassy.gov,37556,108160,30796,2.879965917563106,186.91833528597294,37556
eitc.irs.gov,37556,218574,40560,5.819948876344658,343.4569442965172,42813
pubag.nal.usda.gov,37556,54831,27040,1.459979763553094,71.47936414953669,36805
search.defense.gov,37556,75862,24787,2.0199701778677177,109.81901693471083,33049
waterwatch.usgs.gov,37556,85627,21782,2.2799818937053997,37.07966769624028,37556
earthdata.nasa.gov,36805,50325,30796,1.3673413938323598,106.91707648417335,30045
fedshirevets.gov,36805,162992,32298,4.42852873250917,189.09974188289635,36805
ics-cert.us-cert.gov,36805,62342,25538,1.6938459448444505,165.5490014943622,36053
moneyfactorystore.gov,36805,244112,28542,6.632577095503328,195.18130688765115,36805
rotorcraft.arc.nasa.gov,36805,100649,1502,2.7346556174432823,438.48444504822714,36805
search.consumerfinance.gov,36805,129943,28542,3.5305800842276867,147.52881401983427,15773
yosemite.epa.gov,36805,133698,28542,3.6326042657247655,328.30213286238285,40560
comptroller.defense.gov,36053,77365,20280,2.1458685823648516,274.7325049233074,34551
faai.usajobs.gov,36053,165996,12018,4.604221562699359,393.2547915568746,36053
natice.noaa.gov,36053,62342,21031,1.7291764901672537,84.73020275705211,30045
netl.doe.gov,36053,78116,23285,2.1666990264333066,207.94003272959253,35302
jo.usembassy.gov,35302,90885,27040,2.574500028327007,184.36340717239815,34551
ca.water.usgs.gov,34551,69102,31547,2.0,137.34867297618013,36053
caweb.sba.gov,34551,181018,9013,5.239153714798414,424.3721744667303,34551
drought.gov,34551,59338,30796,1.7174032589505368,57.21773610025759,34551
fvap.gov,34551,63845,33049,1.8478481085930942,35.717605858007005,34551
healthit.ahrq.gov,34551,67600,27040,1.9565280310265984,219.8274434893346,32298
paloalto.va.gov,34551,70605,26289,2.0435009116957543,119.39202917426414,34551
search.gsa.gov,34551,61591,30045,1.7826112124106392,152.7835373795259,16524
vehicledispatch.fas.gsa.gov,34551,476957,3756,13.804434025064397,742.8306271887934,34551
ciencia.nasa.gov,33800,86378,29293,2.5555621301775147,76.88911242603551,33800
fic.nih.gov,33800,63094,28542,1.8666863905325444,202.91171597633135,33049
occ.treas.gov,33800,75111,27040,2.2222189349112424,116.33366863905326,33800
smartpay.gsa.gov,33800,97645,31547,2.888905325443787,136.95594674556213,37556
heasarc.gsfc.nasa.gov,33049,62342,24036,1.8863505703652153,55.749977306423794,33800
losangeles.va.gov,33049,77365,23285,2.3409180308027473,100.1363127477382,33049
northflorida.va.gov,33049,75111,21031,2.2727162697812338,176.18173015824988,33049
rhce.amedd.army.mil,33049,59338,21782,1.7954552331386728,91.04541741051166,33049
savingsbonds.gov,33049,97645,30045,2.954552331386729,197.1362824896366,33049
uy.usembassy.gov,33049,116423,23285,3.522738963357439,239.77261036642562,30045
wcatwc.arh.noaa.gov,33049,47320,18027,1.43181336802929,39.18179067445308,32298
zh-tools.usps.com,33049,54831,11267,1.6590819691972525,46.72725347211716,33049
blog.aids.gov,32298,50325,27040,1.5581460152331414,55.02303548207319,32298
caregiver.va.gov,32298,87880,30045,2.7209115115487026,137.11573472041613,35302
swfsc.noaa.gov,32298,67600,21031,2.0930088550374637,108.76701343736454,31547
urs.earthdata.nasa.gov,32298,109663,17276,3.3953495572481267,191.2550622329556,30045
washingtondc.va.gov,32298,54831,28542,1.6976592977893368,134.62737630813052,32298
airforce.usajobs.gov,31547,81871,17276,2.595207151234666,148.4750689447491,32298
bhw.hrsa.gov,31547,72858,27040,2.3095064506926173,175.23675785336164,30045
ci.usembassy.gov,31547,71356,20280,2.2618949503914796,238.831489523568,27791
its.dot.gov,31547,67600,18778,2.142834500903414,156.5226170475798,30045
minneapolis.va.gov,31547,52578,24036,1.6666561004215932,64.64237486924272,30045
nationsreportcard.gov,31547,75111,24787,2.3809237011443245,248.25999302627824,31547
northtexas.va.gov,31547,49573,29293,1.5714014010840966,44.57108441373189,29293
centraltexas.va.gov,30796,48071,23285,1.5609494739576568,70.99918820626056,31547
cs.amedd.army.mil,30796,84125,24036,2.731685933238083,186.80273412131444,29293
diplomacy.state.gov,30796,81871,29293,2.65849460968957,304.11845694246006,26289
eac.gov,30796,50325,29293,1.6341407975061697,53.46278737498376,30796
gis.ncdc.noaa.gov,30796,83374,27040,2.7072996493051047,274.72853617352905,22533
japanese.japan.usembassy.gov,30796,48822,22533,1.585335757890635,85.24292115859203,31547
research.archives.gov,30796,42062,33049,1.3658267307442524,97.90131835303286,30796
sites.ed.gov,30796,51076,26289,1.658527081439148,79.87712689959736,30796
stereodata.nascom.nasa.gov,30796,120929,4507,3.9267762047019095,191.77828289388233,30796
tampa.va.gov,30796,49573,21782,1.6097220418236136,72.63329653201714,30045
insurekidsnow.gov,30045,66098,28542,2.199966716591779,62.59903478116159,30045
jm.usembassy.gov,30045,83374,23285,2.7749708770178065,294.14541521051757,28542
search.bea.gov,30045,68351,19529,2.2749542353136962,152.59763687801632,27791
zw.usembassy.gov,30045,56333,9013,1.874954235313696,231.19640539191212,30796
cops.usdoj.gov,29293,78116,17276,2.666712183798177,343.4151503772232,27791
nixonlibrary.gov,29293,102903,25538,3.5128870378588744,147.8738947871505,29293
save.uscis.gov,29293,143463,16524,4.897518178404397,139.82251732495817,29293
search.copyright.gov,29293,46569,27040,1.589765472979893,22.56443518929437,29293
boston.va.gov,28542,53329,26289,1.8684394926774577,97.29051923481185,28542
dsbs.sba.gov,28542,189281,19529,6.631665615584051,458.92596874781026,27791
education.usgs.gov,28542,50325,28542,1.763191086819424,23.552869455539206,28542
namus.gov,28542,43565,25538,1.5263471375516782,178.1861116950459,28542
search.tpwd.texas.gov,28542,54831,24036,1.9210636956064746,95.00101604652792,28542
sservi.nasa.gov,28542,40560,27791,1.4210636956064746,43.474143367668695,26289
tf.nist.gov,28542,33800,27791,1.184219746338729,24.710777100413427,28542
whistleblowers.gov,28542,122431,23285,4.289503188283932,230.00245252610188,28542
www-s.nist.gov,28542,151725,20280,5.31585032583561,195.5547263681592,29293
dawn.jpl.nasa.gov,27791,101400,26289,3.6486632362995213,223.29883775322946,33800
fedramp.gov,27791,67600,17276,2.432442157533014,155.51459105465798,27040
fisheries.noaa.gov,27791,40560,28542,1.4594652945198086,92.67633406498507,27791
idcfoes.bls.gov,27791,500241,20280,18.00010794861646,721.8428268144363,28542
nas.nasa.gov,27791,51076,18778,1.8378611780792342,120.00082760605952,27791
se.usembassy.gov,27791,69854,13520,2.51354755136555,236.32596883883272,27791
search.pbgc.gov,27791,61591,28542,2.216221078766507,161.46058076355655,30045
catalog.data.gov,27040,103654,24036,3.8333579881656803,198.66723372781064,27040
eros.usgs.gov,27040,63094,20280,2.3333579881656803,223.6673076923077,27791
financialresearch.gov,27040,52578,12018,1.9444526627218934,172.44493343195265,27040
godefense.cpms.osd.mil,27040,65347,25538,2.41667899408284,84.0835798816568,27040
jobcorps.gov,27040,72107,24036,2.66667899408284,115.02810650887574,30796
m.cdc.gov,27040,47320,24036,1.75,34.55565828402367,28542
marketplace.fedramp.gov,27040,45067,12018,1.6666789940828401,250.91738165680474,27040
math.nist.gov,27040,61591,22533,2.2777736686390533,102.38920118343195,27040
ovcttac.gov,27040,60089,13520,2.2222263313609467,410.8067677514793,21782
phil.cdc.gov,27040,127689,27791,4.722226331360947,122.58369082840237,27791
plainlanguage.gov,27040,123934,21782,4.58335798816568,179.38942307692307,27040
section508.gov,27040,61591,25538,2.2777736686390533,55.00014792899408,27040
stereo-ssc.nascom.nasa.gov,27040,86378,22533,3.1944526627218934,164.97270710059172,26289
tidesonline.nos.noaa.gov,27040,209561,3004,7.7500369822485204,2689.9522928994083,27040
youthrules.gov,27040,63845,23285,2.3611316568047336,141.58372781065088,27040
alaskacenters.gov,26289,44316,19529,1.6857240671003082,32.799954353531895,26289
arc.publicdebt.treas.gov,26289,60840,6760,2.314275932899692,222.11400205409106,26289
goes-r.gov,26289,92387,18778,3.5142835406443758,129.85697439993913,26289
lance.modaps.eosdis.nasa.gov,26289,159987,20280,6.085701243866255,138.22838449541632,31547
modis.gsfc.nasa.gov,26289,81120,18027,3.085701243866256,311.2281562630758,29293
noaanews.noaa.gov,26289,36053,24036,1.3714100954771957,98.8855795199513,27040
ofmpub.epa.gov,26289,247867,28542,9.4285442580547,475.9422191791243,33800
tsapps-t.nist.gov,26289,78867,26289,3.0,5.057134162577504,26289
collegecost.ed.gov,25538,41311,12769,1.6176286318427442,182.79305348891847,24787
fema.usajobs.gov,25538,34551,19529,1.352925052862401,117.61696295716187,21782
fpc.state.gov,25538,28542,24036,1.1176286318427442,24.97043621270264,24036
hn.usembassy.gov,25538,69854,17276,2.735296421019657,144.70502780170725,24787
nightsky.jpl.nasa.gov,25538,51076,24036,2.0,46.17620800375911,26289
soundwaves.usgs.gov,25538,38307,24787,1.5,150.41087790743205,25538
ug.usembassy.gov,25538,55582,15022,2.1764429477641163,303.2335343409821,24787
buyusa.gov,24787,41311,22533,1.6666397708476217,112.66546980271917,24036
denver.va.gov,24787,44316,17276,1.7878726751926413,77.72646952031307,24036
floridakeys.noaa.gov,24787,46569,16524,1.8787670956549805,72.48408439908016,25538
govloans.gov,24787,65347,21031,2.636341630693509,182.8465728002582,24787
ke.usembassy.gov,24787,69102,18778,2.787832331464074,101.02924920321136,24787
nssdc.gsfc.nasa.gov,24787,59338,26289,2.393916165732037,116.54423689837415,27040
oig.justice.gov,24787,48071,21782,1.9393633759632065,95.54443861701698,24787
pepfar.gov,24787,38307,19529,1.5454472102311696,127.90773389276637,24787
ssaiheadquarters.usajobs.gov,24787,114920,9764,4.636301286964941,155.39230241658933,26289
stats.bls.gov,24787,69102,28542,2.787832331464074,58.24182030903296,29293
vote.gov,24787,42813,22533,1.7272360511558478,30.272400855287046,24787
agency.ecpic.gov,24036,48071,24036,1.9999583957397238,12.906057580296222,24036
at.usembassy.gov,24036,60840,15022,2.531203195207189,189.96580129805292,21782
ginniemae.gov,24036,46569,20280,1.9374687968047928,60.78028790148111,23285
gsaglobalsupply.gsa.gov,24036,266645,10516,11.093567981361291,439.711890497587,24036
kh.usembassy.gov,24036,52578,17276,2.187468796804793,206.09053087036114,24787
map.gsfc.nasa.gov,24036,58587,25538,2.437468796804793,256.77725079048093,24787
maps.ngdc.noaa.gov,24036,51076,15773,2.124979197869862,173.6222749209519,26289
minorityhealth.hhs.gov,24036,41311,18027,1.7187135962722582,111.02953902479614,24036
ntwc.arh.noaa.gov,24036,30796,19529,1.2812447994674654,119.02941421201531,24036
ro.usembassy.gov,24036,68351,16524,2.84369279414212,298.7140955233816,20280
search.commerce.gov,24036,51076,18778,2.124979197869862,174.09103012148444,23285
afsc.noaa.gov,23285,42062,18778,1.8063989692935367,80.96602963281082,24787
apps.fas.usda.gov,23285,65347,12018,2.8063989692935367,202.12480137427528,24787
armycivilianservice.usajobs.gov,23285,87880,17276,3.774103500107365,229.188748121108,24787
bja.gov,23285,49573,11267,2.1289671462314796,227.8984324672536,21782
bva.va.gov,23285,42062,20280,1.8063989692935367,84.6433755636676,21782
